,CO(Monóxido de Carbono) - ppm,MP10(Partículas Inaláveis) - µg/m3,MP2.5(Partículas Inaláveis Finas) - µg/m3,NO(Monóxido de Nitrogênio) - µg/m3,NO2(Dióxido de Nitrogênio) - µg/m3,NOx(Óxidos de Nitrogênio) - ppb,O3(Ozônio) - µg/m3,SO2(Dióxido de Enxofre) - µg/m3,Data,Casos Diários,Temperatura (°C),Temperatura Ponto Orvalho (°C),Umidade Relativa (%),Sensação Térmica (°C),Velocidade do Vento (Nós)
1042,1.2,27.5,14.0,-1934.89,-159.14,-1527.12,22.25,4.5,2013-11-08,62,19.12,13.96,72.92,19.12,6.71
1043,0.95,32.0,20.5,-1888.76,-153.82,-1491.69,31.0,5.0,2013-11-09,14,21.44,14.08,65.15,21.39,6.04
1044,1.05,36.0,24.5,-1840.68,-148.19,-1454.51,47.5,6.0,2013-11-10,15,24.0,14.17,56.69,23.86,4.71
1045,1.2,38.0,19.0,-1790.66,-142.25,-1415.58,26.0,4.0,2013-11-11,69,27.67,14.08,45.8,27.3,7.5
1046,0.48,40.5,17.5,-1738.66,-135.99,-1374.87,37.5,3.0,2013-11-12,52,27.33,16.75,52.77,27.77,11.96
1047,1.0,32.0,14.0,-1684.67,-129.41,-1332.36,46.25,6.0,2013-11-13,50,21.21,11.04,54.27,21.04,14.0
1048,1.2,38.0,17.5,-1628.67,-122.5,-1288.05,28.25,10.0,2013-11-14,39,18.95,9.86,57.24,18.93,9.64
1049,0.7,36.5,15.5,-1570.64,-115.27,-1241.91,34.25,4.0,2013-11-15,14,21.9,12.75,59.45,21.73,6.95
1050,0.75,25.5,13.0,-1510.56,-107.71,-1193.92,26.5,3.0,2013-11-16,10,25.4,13.8,50.38,25.2,8.04
1051,0.8,9.5,6.0,-1448.41,-99.82,-1144.07,29.75,2.0,2013-11-17,14,17.96,14.88,82.35,17.96,8.72
1052,0.85,25.5,14.0,-1384.18,-91.59,-1092.33,21.25,3.0,2013-11-18,69,19.65,14.81,74.51,19.65,7.38
1053,1.15,35.0,18.0,-1317.84,-83.02,-1038.69,9.25,6.0,2013-11-19,58,22.69,16.08,68.99,22.62,5.85
1054,0.85,25.5,15.0,-1249.37,-74.1,-983.14,38.75,5.0,2013-11-20,47,25.75,15.12,54.36,25.57,6.58
1055,1.15,29.0,19.5,-1178.76,-64.84,-925.65,22.25,4.0,2013-11-21,44,25.07,16.87,62.94,25.07,6.53
1056,1.3,19.5,14.0,-1105.99,-55.23,-866.2,24.0,3.0,2013-11-22,32,20.19,16.19,77.92,20.19,6.4
1057,1.15,23.0,13.0,-1031.04,-45.27,-804.79,21.25,3.5,2013-11-23,7,18.78,16.37,85.97,18.78,8.11
1058,0.75,18.0,9.5,-953.88,-34.95,-741.38,22.5,4.0,2013-11-24,16,19.25,16.25,82.96,19.25,8.12
1059,0.85,19.0,11.5,-874.51,-24.27,-675.97,7.0,0.0,2013-11-25,66,19.63,15.89,80.27,19.63,5.96
1060,1.1,32.0,19.0,-792.89,-13.22,-608.53,6.0,3.0,2013-11-26,51,20.16,16.16,78.03,20.16,6.12
1061,0.9,27.0,20.5,-709.02,-1.81,-539.04,17.5,3.0,2013-11-27,36,21.42,16.12,73.08,21.43,5.92
1062,1.0,29.5,18.0,-622.87,9.97,-467.5,27.25,3.83,2013-11-28,31,24.38,16.54,63.89,24.47,6.38
1063,1.0,32.0,23.0,-534.43,22.12,-393.88,28.0,6.0,2013-11-29,29,23.4,17.12,69.26,23.6,8.52
1064,1.0,24.0,15.0,-443.67,34.66,-318.16,18.75,4.0,2013-11-30,11,20.68,17.48,81.98,20.68,9.08
1065,0.85,20.0,12.5,-350.58,47.57,-240.32,17.04,3.72,2013-12-01,9,21.0,17.71,81.7,21.0,8.5
1066,1.05,20.0,14.0,-255.13,60.86,-160.35,12.25,2.9,2013-12-02,46,23.62,17.5,70.58,23.73,7.31
1067,0.65,25.5,12.0,-157.32,74.54,-78.24,22.25,0.95,2013-12-03,32,25.39,16.3,61.18,25.25,8.91
1068,0.55,46.5,25.27,-57.11,88.62,6.05,23.75,0.05,2013-12-04,31,25.71,16.21,59.21,25.6,6.67
1069,0.85,50.5,28.0,38.01,99.43,81.59,22.25,1.0,2013-12-05,27,26.85,16.52,56.7,26.64,10.03
1070,1.0,29.0,20.5,77.08,81.08,98.82,21.0,4.0,2013-12-06,34,21.29,15.38,69.76,21.29,7.54
1071,1.0,30.0,17.0,46.5,48.69,65.5,25.75,3.0,2013-12-07,9,21.42,15.96,72.15,21.47,7.75
1072,0.9,23.5,17.0,18.0,44.5,38.5,40.0,4.0,2013-12-08,14,23.12,17.08,69.81,23.3,6.38
1073,0.8,25.25,16.0,23.0,56.5,53.0,42.75,3.0,2013-12-09,46,26.44,17.16,59.39,26.69,7.28
1074,1.3,25.0,17.0,50.71,66.21,77.82,16.5,3.0,2013-12-10,54,24.35,18.35,69.79,24.65,8.08
1075,1.55,29.0,17.5,100.7,60.5,112.0,16.12,3.5,2013-12-11,35,20.21,16.92,81.55,20.21,9.75
1076,1.55,27.5,19.5,91.06,47.42,98.78,15.0,5.0,2013-12-12,35,18.88,15.12,79.15,18.88,10.17
1077,0.7,29.0,16.0,65.21,41.77,77.63,12.5,5.5,2013-12-13,28,19.54,14.29,72.08,19.54,8.88
1078,0.5,36.0,24.73,35.95,38.9,46.93,26.0,4.0,2013-12-14,7,21.5,15.0,67.7,21.52,6.83
1079,0.3,31.0,22.0,25.0,47.46,48.5,42.0,7.0,2013-12-15,7,22.71,14.71,62.53,22.71,6.58
1080,0.35,30.0,22.5,77.5,53.0,104.5,23.5,7.0,2013-12-16,45,20.83,14.62,68.2,20.83,8.42
1081,0.52,31.0,19.0,85.5,55.0,99.5,15.75,8.0,2013-12-17,27,20.23,12.27,61.72,20.23,9.96
1082,0.85,31.5,19.5,58.5,49.0,76.0,18.0,5.0,2013-12-18,41,20.58,14.46,68.6,20.58,9.08
1083,1.4,32.5,21.0,83.5,56.0,94.44,20.25,6.5,2013-12-19,29,20.83,15.08,70.54,20.83,10.71
1084,0.55,26.5,18.0,86.5,50.44,99.5,21.5,7.0,2013-12-20,30,21.25,15.33,69.74,21.25,9.08
1085,0.2,19.5,13.0,73.0,40.5,79.0,15.0,4.0,2013-12-21,5,20.92,15.71,72.86,20.92,9.08
1086,0.3,19.5,13.0,44.0,35.5,58.0,22.0,6.0,2013-12-22,10,21.88,16.0,70.65,21.93,9.25
1087,0.6,17.0,12.0,68.5,40.5,76.5,13.0,5.0,2013-12-23,35,21.25,16.29,73.8,21.25,9.21
1088,0.3,16.0,11.0,37.0,31.45,47.0,13.25,3.0,2013-12-24,13,21.96,16.62,72.47,21.99,6.42
1089,0.7,26.0,14.5,21.5,32.0,36.0,12.75,3.0,2013-12-25,5,23.5,17.25,69.86,23.8,5.21
1090,0.9,30.5,21.0,36.5,54.0,60.5,11.25,0.0,2013-12-26,39,25.15,17.37,66.26,25.1,5.0
1091,0.5,31.5,23.5,35.0,60.5,64.5,16.75,3.0,2013-12-27,25,26.67,15.71,53.28,26.64,5.88
1092,0.55,36.5,24.5,23.5,49.5,45.0,24.0,1.0,2013-12-28,7,26.0,15.08,52.74,26.41,6.33
1093,0.45,12.5,10.0,11.0,32.0,24.5,24.25,0.0,2013-12-29,11,24.46,18.46,70.79,24.88,6.96
1094,0.35,16.0,9.0,17.0,33.0,31.0,15.5,2.0,2013-12-30,32,25.67,18.12,63.75,26.12,9.17
1095,0.3,11.5,7.0,11.0,21.0,19.5,16.25,1.0,2013-12-31,11,26.0,18.25,63.44,26.38,10.96
1096,0.35,13.5,8.5,9.0,17.5,16.0,17.0,2.0,2014-01-01,6,26.5,17.96,61.8,26.92,9.67
1097,0.4,15.5,10.0,23.5,34.0,39.01,18.0,2.0,2014-01-02,31,26.12,18.0,63.52,26.38,9.25
1098,0.4,22.0,15.0,34.5,50.0,54.5,42.5,2.0,2014-01-03,13,29.08,16.88,50.21,29.37,8.88
1099,0.3,23.0,13.0,36.0,39.5,46.0,21.0,3.0,2014-01-04,2,25.04,19.28,70.88,25.77,10.04
1100,0.35,17.0,13.0,28.5,38.0,43.0,20.25,3.0,2014-01-05,1,22.91,18.83,78.42,23.22,10.0
1101,0.4,32.0,24.0,30.0,47.5,50.5,24.0,6.5,2014-01-06,10,23.58,16.96,68.32,23.75,8.12
1102,0.43,34.5,22.0,30.5,45.04,55.0,27.75,4.5,2014-01-07,5,24.0,16.12,64.12,23.94,7.54
1103,0.5,33.0,18.0,18.5,54.0,49.0,54.5,4.0,2014-01-08,6,26.6,15.0,51.5,26.32,6.92
1104,0.9,32.0,19.0,27.0,58.5,51.0,59.5,2.5,2014-01-09,2,25.67,15.87,56.91,25.6,7.12
1105,0.85,32.5,21.5,17.0,57.5,47.5,21.5,3.0,2014-01-10,10,25.75,16.96,61.64,25.65,4.5
1106,0.95,34.0,23.0,34.0,57.5,57.26,14.25,2.5,2014-01-11,1,25.85,17.42,61.07,26.04,5.69
1107,0.8,37.0,21.0,18.5,45.5,43.5,39.14,4.0,2014-01-12,7,23.96,16.75,65.6,24.05,6.62
1108,1.05,31.0,20.5,41.5,55.5,66.0,20.75,4.0,2014-01-13,3,23.5,16.42,66.76,23.69,6.16
1109,0.95,28.5,19.0,29.0,56.5,56.5,17.25,5.0,2014-01-14,2,24.72,15.96,60.56,24.73,5.6
1110,1.15,26.0,16.5,44.0,72.0,71.86,31.75,2.0,2014-01-15,3,23.25,16.07,67.22,23.17,7.11
1111,1.15,30.5,20.5,35.5,72.5,67.5,8.5,3.0,2014-01-16,1,22.48,17.38,73.92,22.54,5.55
1112,1.3,36.0,26.0,56.0,64.5,82.5,11.25,3.0,2014-01-17,2,22.64,16.92,71.14,22.65,6.38
1113,0.9,25.0,19.5,46.5,46.8,70.5,20.75,3.0,2014-01-18,1,22.42,16.58,70.5,22.46,6.67
1114,0.6,17.5,12.0,18.0,35.0,32.5,23.5,4.0,2014-01-19,3,22.71,16.12,67.38,22.81,6.58
1115,1.0,29.5,22.0,30.5,60.5,65.5,28.25,5.0,2014-01-20,1,23.75,17.12,67.46,24.01,6.92
1116,0.8,22.0,16.0,18.5,53.0,44.0,30.5,2.0,2014-01-21,4,25.48,16.68,61.25,25.41,7.12
1117,1.05,26.5,17.0,29.0,57.5,55.5,21.25,3.0,2014-01-22,23,26.14,17.36,59.64,26.35,8.18
1118,1.25,30.5,20.0,34.5,70.5,67.5,14.0,3.0,2014-01-23,1,25.25,18.14,66.18,25.51,6.89
1119,1.2,28.0,20.0,42.0,67.0,71.0,1.25,2.0,2014-01-24,1,25.21,17.55,65.01,25.46,7.31
1120,0.9,25.5,16.0,32.5,58.5,57.0,56.25,3.0,2014-01-25,8,24.46,17.29,66.32,24.7,7.29
1121,0.6,35.0,26.5,19.5,54.0,43.5,56.92,5.0,2014-01-26,6,25.0,17.79,66.11,25.45,8.17
1122,0.9,42.0,32.0,32.0,57.5,62.0,43.0,5.5,2014-01-27,26,25.33,18.25,67.02,25.6,7.12
1123,0.95,42.0,28.5,36.0,60.0,66.5,32.5,5.0,2014-01-28,2,25.8,17.4,63.29,25.84,6.76
1124,0.8,32.0,21.0,35.0,70.0,66.73,33.75,5.0,2014-01-29,2,27.29,14.92,51.54,26.93,6.29
1125,0.9,37.0,26.0,30.76,71.68,69.5,30.25,9.0,2014-01-30,28,27.04,13.29,44.56,26.75,6.08
1126,1.1,46.0,26.5,42.0,98.0,95.5,39.75,11.5,2014-01-31,1,27.96,12.04,38.74,27.42,5.83
1127,0.9,52.5,33.5,33.0,80.5,66.0,47.5,7.0,2014-02-01,5,27.33,13.46,47.19,26.99,5.0
1128,0.8,32.0,29.0,23.5,54.5,48.5,35.75,7.48,2014-02-02,4,27.38,16.71,55.07,27.43,6.67
1129,0.9,28.5,18.0,29.5,53.5,52.0,31.0,6.0,2014-02-03,2,27.77,17.19,54.36,28.16,7.27
1130,0.9,31.5,18.0,28.0,53.5,54.0,28.25,4.0,2014-02-04,2,26.79,15.5,53.16,26.88,6.83
1131,1.05,43.5,28.0,36.5,56.5,70.5,55.5,9.0,2014-02-05,28,27.67,15.79,50.11,27.75,6.29
1132,1.1,42.0,27.5,29.0,75.5,73.5,33.75,9.0,2014-02-06,1,27.08,16.38,54.19,27.07,5.88
1133,1.0,42.5,21.0,29.5,66.5,64.0,31.0,6.0,2014-02-07,1,28.62,13.67,41.46,28.32,6.17
1134,0.9,41.0,24.0,22.5,66.0,53.0,75.75,6.0,2014-02-08,7,28.88,13.25,39.46,28.44,6.67
1135,0.7,29.0,18.5,12.5,42.0,31.5,67.75,3.0,2014-02-09,5,27.87,15.57,49.74,27.96,6.87
1136,0.95,39.0,31.0,21.0,65.0,57.0,63.5,5.0,2014-02-10,2,27.96,15.96,49.23,28.16,6.96
1137,1.05,54.0,35.78,35.0,75.0,74.0,51.75,7.0,2014-02-11,1,25.75,16.04,56.94,25.77,6.67
1138,0.9,38.0,20.0,30.0,59.5,54.0,31.5,4.0,2014-02-12,2,27.6,13.24,42.88,27.12,7.32
1139,1.05,44.0,31.0,35.5,77.0,70.0,54.25,4.0,2014-02-13,2,26.52,15.83,54.03,26.5,6.93
1140,1.2,35.5,22.5,45.0,74.0,78.0,41.75,3.0,2014-02-14,33,24.32,17.64,67.9,24.42,7.71
1141,1.0,24.0,16.0,63.5,60.5,85.5,44.0,3.0,2014-02-15,4,21.23,17.73,80.56,21.23,6.73
1142,0.65,19.0,15.5,26.5,43.5,45.0,45.25,3.0,2014-02-16,5,21.2,17.44,79.26,21.2,6.8
1143,1.1,23.5,18.04,64.32,61.0,87.0,32.5,4.0,2014-02-17,1,21.32,17.48,79.25,21.32,8.64
1144,0.8,23.0,14.5,9.0,7.5,11.0,20.25,4.0,2014-02-18,34,21.12,15.69,71.87,21.12,10.04
1145,0.95,29.5,16.0,59.5,51.0,73.0,13.25,5.0,2014-02-19,33,21.08,14.67,67.82,21.08,8.83
1146,0.9,35.5,19.0,47.0,52.99,62.6,10.25,7.5,2014-02-20,36,22.67,15.75,66.6,22.78,6.83
1147,0.8,32.0,17.0,10.56,43.66,35.5,25.75,5.0,2014-02-21,17,24.79,15.46,58.76,24.67,6.67
1148,0.85,30.0,19.0,26.0,47.5,46.0,60.75,3.0,2014-02-22,17,25.43,15.86,57.39,25.32,7.36
1149,0.65,22.0,18.5,12.51,39.0,30.5,43.25,3.0,2014-02-23,1,25.13,16.96,62.41,25.17,6.67
1150,0.95,29.0,18.5,48.0,56.5,71.5,14.5,3.5,2014-02-24,1,24.31,17.08,64.44,24.49,4.88
1151,1.1,28.0,17.5,52.5,65.0,79.5,3.5,3.0,2014-02-25,42,23.08,16.62,68.64,23.13,5.38
1152,1.35,38.5,25.5,45.0,80.0,88.0,20.25,5.0,2014-02-26,1,25.29,16.08,59.15,25.43,5.04
1153,1.2,39.0,24.5,49.0,82.0,86.69,47.5,3.0,2014-02-27,1,27.5,16.75,54.07,27.49,6.54
1154,1.0,20.5,15.5,37.5,61.5,61.5,22.5,3.0,2014-02-28,35,23.65,17.08,67.6,23.68,6.62
1155,0.65,14.5,10.0,20.5,44.5,40.5,21.0,3.0,2014-03-01,6,22.71,16.64,70.22,22.8,9.17
1156,0.6,25.0,17.0,16.5,37.5,33.0,43.0,4.0,2014-03-02,10,22.42,17.33,73.57,22.55,6.79
1157,0.55,20.5,16.0,26.5,40.0,42.5,40.25,3.0,2014-03-03,19,22.5,17.29,73.22,22.62,8.92
1158,0.55,24.5,18.5,14.5,39.5,32.0,36.25,3.0,2014-03-04,9,23.04,17.5,72.06,23.19,6.62
1159,0.95,26.0,17.0,32.45,49.5,52.14,3.0,4.0,2014-03-05,31,22.0,18.08,78.61,22.0,4.79
1160,1.1,26.5,19.5,60.5,53.23,79.5,21.0,3.0,2014-03-06,55,23.17,18.08,74.32,23.31,6.08
1161,1.05,31.0,23.0,42.5,54.5,64.5,14.75,4.0,2014-03-07,26,21.69,17.22,76.6,21.73,7.72
1162,0.85,21.0,18.0,40.0,51.5,60.5,18.75,3.0,2014-03-08,13,20.36,16.16,77.77,20.37,5.68
1163,0.4,20.0,15.0,18.5,38.0,33.9,29.25,4.04,2014-03-09,12,22.75,16.0,68.24,22.75,6.12
1164,0.8,22.5,15.5,26.0,51.0,49.0,14.0,5.0,2014-03-10,1,24.48,16.76,65.07,24.44,5.88
1165,0.9,25.0,17.0,29.0,50.0,47.0,13.0,3.0,2014-03-11,34,24.15,16.15,62.43,24.15,7.07
1166,1.2,30.0,21.5,45.5,72.0,75.0,22.0,3.0,2014-03-12,1,22.18,17.96,77.77,22.26,5.82
1167,0.9,24.0,18.5,33.0,53.0,54.5,33.75,2.25,2014-03-13,38,23.28,18.24,74.73,23.43,7.32
1168,0.9,37.0,25.0,27.5,54.0,50.0,28.25,3.0,2014-03-14,39,23.48,18.0,73.23,23.63,6.17
1169,0.9,25.5,16.5,29.5,48.0,54.5,53.5,4.0,2014-03-15,8,26.12,16.96,60.25,26.08,6.04
1170,0.85,23.5,18.0,9.0,52.0,34.0,34.5,2.67,2014-03-16,16,26.19,16.88,58.18,26.23,5.73
1171,0.9,26.0,17.0,21.5,57.5,48.5,28.5,4.0,2014-03-17,55,26.42,16.3,55.78,26.34,6.5
1172,0.62,33.0,27.75,31.0,79.09,71.51,31.25,4.0,2014-03-18,42,25.0,16.33,59.59,25.05,6.41
1173,1.2,40.0,34.5,35.0,83.54,77.0,36.5,3.0,2014-03-19,55,24.46,17.12,66.27,24.45,5.38
1174,1.1,32.5,16.5,37.0,69.5,67.5,15.0,3.0,2014-03-20,48,25.39,16.64,59.18,25.49,8.14
1175,1.0,21.5,12.5,37.5,48.0,54.0,6.23,3.0,2014-03-21,45,23.72,17.72,69.98,23.94,9.04
1176,1.05,26.0,14.0,65.5,49.0,78.0,19.0,4.0,2014-03-22,14,22.11,17.26,74.38,22.18,8.48
1177,0.6,23.0,13.5,37.0,41.19,51.0,31.25,3.5,2014-03-23,16,18.74,15.44,81.25,18.74,11.81
1178,0.75,23.5,11.0,40.5,41.0,53.5,23.0,4.5,2014-03-24,67,19.25,13.79,71.02,19.25,9.62
1179,1.0,29.0,14.0,49.0,50.0,68.5,14.5,6.0,2014-03-25,1,20.04,13.33,65.74,20.04,8.67
1180,1.0,20.5,11.5,58.5,52.0,77.5,23.0,3.0,2014-03-26,48,20.46,15.08,71.73,20.46,9.54
1181,0.7,21.0,14.0,40.5,46.0,56.0,17.5,3.0,2014-03-27,40,21.62,15.88,70.61,21.62,8.58
1182,0.9,27.5,14.0,36.0,43.5,53.0,16.5,5.0,2014-03-28,54,21.88,16.0,70.52,21.94,7.52
1183,0.75,33.5,20.5,22.5,44.5,41.0,27.0,4.0,2014-03-29,20,22.42,16.33,69.67,22.5,6.79
1184,0.7,19.0,14.0,11.86,34.0,28.51,15.69,2.0,2014-03-30,23,22.59,17.28,73.37,22.62,6.86
1185,1.2,23.5,16.5,29.5,63.5,59.0,7.0,3.0,2014-03-31,3,23.18,17.68,72.05,23.26,5.0
1186,0.95,25.0,19.0,38.5,59.77,63.5,22.75,4.0,2014-04-01,76,23.13,18.17,74.66,23.29,5.46
1187,1.3,29.5,21.5,75.5,63.0,95.0,13.0,4.8,2014-04-02,59,21.96,18.04,78.84,22.0,6.36
1188,1.25,29.0,21.5,63.5,55.0,83.0,14.5,4.0,2014-04-03,48,21.58,17.46,77.85,21.62,7.5
1189,1.0,21.5,14.5,53.0,42.0,65.0,14.0,2.0,2014-04-04,61,21.46,17.42,78.22,21.46,9.75
1190,0.65,24.0,11.5,35.5,43.5,51.5,16.0,5.0,2014-04-05,20,21.25,12.75,60.11,21.21,7.83
1191,0.65,25.5,17.0,20.5,44.5,40.56,20.43,4.5,2014-04-06,19,22.29,15.58,68.46,22.22,5.17
1192,1.4,41.5,31.5,51.5,78.0,92.0,8.75,5.0,2014-04-07,1,22.88,16.0,68.7,22.77,4.6
1193,1.5,54.5,42.5,55.5,96.0,101.5,7.75,7.0,2014-04-08,70,22.85,15.81,67.45,22.79,3.81
1194,1.5,54.5,32.5,68.5,80.5,99.5,1.25,5.5,2014-04-09,66,24.67,16.79,62.48,24.85,4.71
1195,1.2,29.5,17.5,77.0,58.0,96.5,21.75,5.0,2014-04-10,94,22.75,16.58,68.91,22.8,6.92
1196,1.0,41.0,28.5,37.5,58.0,65.5,24.75,5.0,2014-04-11,2,22.54,16.58,70.29,22.66,6.38
1197,0.8,30.5,18.0,16.0,46.5,37.73,29.25,2.0,2014-04-12,19,25.1,17.69,65.23,25.36,8.28
1198,0.8,14.0,8.0,36.5,39.5,49.0,26.0,2.0,2014-04-13,19,21.92,18.0,78.87,21.96,6.23
1199,1.15,21.0,12.5,72.5,58.0,87.0,22.75,3.5,2014-04-14,134,18.1,15.38,84.16,18.1,10.62
1200,0.95,21.0,16.0,50.5,48.5,67.0,4.5,3.0,2014-04-15,94,17.56,14.76,83.72,17.56,7.16
1201,0.8,27.0,16.5,56.5,46.0,69.0,8.0,4.0,2014-04-16,87,19.46,16.08,81.21,19.46,7.12
1202,0.95,32.5,22.0,49.5,50.28,70.5,22.0,5.0,2014-04-17,46,20.83,16.25,75.61,20.83,7.0
1203,0.75,23.0,14.5,20.5,39.0,39.0,26.25,3.0,2014-04-18,19,22.17,15.62,69.02,22.19,5.42
1204,1.0,42.5,35.5,30.0,56.5,51.5,46.75,6.0,2014-04-19,24,22.71,15.88,69.16,22.58,4.21
1205,0.7,14.5,10.0,28.5,35.0,41.0,33.0,2.0,2014-04-20,21,20.89,16.3,75.46,20.89,6.22
1206,0.6,19.0,14.0,27.0,39.5,42.5,31.88,5.0,2014-04-21,37,20.88,15.75,73.48,20.88,6.71
1207,1.2,27.0,18.0,71.0,48.0,84.0,1.5,5.0,2014-04-22,147,20.62,15.0,70.75,20.62,5.25
1208,1.05,27.5,21.5,85.0,42.0,91.5,13.0,4.0,2014-04-23,111,19.9,15.38,75.81,19.9,5.38
1209,1.1,20.5,12.0,90.0,45.0,96.5,16.0,5.0,2014-04-24,104,18.68,15.39,81.39,18.68,8.23
1210,1.1,26.5,15.5,78.5,49.5,89.0,21.5,5.0,2014-04-25,1,18.28,13.48,74.37,18.28,7.6
1211,0.9,24.0,16.5,72.0,49.5,84.5,23.0,4.0,2014-04-26,34,16.96,12.25,74.34,16.96,7.04
1212,0.6,18.5,11.5,41.0,35.0,53.0,27.75,4.0,2014-04-27,28,16.58,11.17,71.53,16.58,7.79
1213,0.85,25.5,10.0,37.5,44.0,54.0,20.5,4.0,2014-04-28,1,16.29,10.92,71.02,16.29,7.75
1214,0.65,28.5,14.0,38.5,44.0,51.5,18.25,5.5,2014-04-29,117,16.62,8.12,59.07,16.56,7.25
1215,0.75,29.5,16.0,21.5,49.0,43.5,2.5,3.5,2014-04-30,1,18.62,8.12,51.93,18.43,6.58
1216,0.6,34.0,12.5,17.0,32.5,31.0,26.75,3.0,2014-05-01,40,20.75,8.88,46.54,20.72,10.21
1217,1.45,55.5,41.5,83.5,69.0,104.0,7.5,8.98,2014-05-02,99,20.25,12.96,64.34,20.25,4.58
1218,0.75,45.0,34.0,29.0,44.0,48.0,28.5,9.0,2014-05-03,35,20.08,14.42,71.48,20.08,6.33
1219,0.8,30.5,22.5,17.0,41.5,35.0,8.25,2.0,2014-05-04,39,21.04,13.21,64.74,21.04,4.79
1220,1.9,57.5,39.0,69.5,78.0,116.5,8.5,5.0,2014-05-05,175,22.04,13.38,60.43,22.04,3.29
1221,1.4,62.5,40.5,56.0,90.5,99.0,0.0,8.0,2014-05-06,142,22.5,13.08,56.88,22.5,2.96
1222,1.5,65.5,42.0,68.5,85.5,105.5,0.25,9.0,2014-05-07,1,22.96,13.58,57.96,22.89,3.42
1223,2.3,75.0,52.0,121.0,94.76,161.5,1.0,6.0,2014-05-08,1,22.71,13.04,56.7,22.71,4.71
1224,1.25,28.0,19.0,93.5,57.0,106.0,19.5,5.0,2014-05-09,1,18.92,13.72,72.71,18.92,7.0
1225,0.8,20.5,12.5,61.79,46.09,74.52,29.75,4.0,2014-05-10,42,16.35,11.22,72.25,16.35,9.13
1226,0.3,14.5,6.5,9.5,22.12,19.0,31.75,3.5,2014-05-11,21,16.12,11.54,74.54,16.12,9.12
1227,0.85,35.0,16.0,43.5,52.0,60.5,22.75,6.0,2014-05-12,172,17.04,9.92,64.52,16.94,7.16
1228,1.0,49.0,22.5,48.0,73.0,78.0,8.0,7.0,2014-05-13,1,19.12,9.67,56.16,19.0,5.04
1229,1.1,54.5,30.5,49.5,72.0,80.0,36.5,8.0,2014-05-14,110,19.48,11.56,61.32,19.48,5.68
1230,1.15,55.0,37.5,63.0,84.5,96.0,12.25,6.5,2014-05-15,117,19.21,12.13,66.23,19.18,4.04
1231,1.9,63.0,47.0,92.5,82.5,148.5,22.25,5.5,2014-05-16,116,19.56,13.56,71.34,19.56,3.72
1232,1.1,34.0,23.0,60.0,54.0,80.0,32.25,6.5,2014-05-17,32,18.64,14.04,75.02,18.64,8.12
1233,0.85,31.5,25.0,18.0,42.64,42.5,14.25,3.0,2014-05-18,50,18.89,14.3,75.63,18.89,4.78
1234,1.2,35.5,27.5,64.5,61.0,87.5,9.75,3.0,2014-05-19,166,18.79,14.46,76.61,18.79,4.12
1235,1.0,37.5,28.5,35.0,61.0,65.0,15.92,3.0,2014-05-20,147,19.04,12.04,66.62,18.97,4.29
1236,1.05,44.5,29.0,29.5,63.69,60.0,0.0,4.0,2014-05-21,149,19.89,12.19,64.37,19.89,5.33
1237,0.95,42.0,18.5,45.0,55.5,62.5,19.66,3.0,2014-05-22,158,22.07,12.74,57.02,22.07,9.81
1238,1.2,21.5,13.5,77.0,51.0,90.0,3.7,3.0,2014-05-23,122,18.87,15.84,82.78,18.87,7.13
1239,1.0,16.5,12.0,89.0,50.0,98.5,18.5,2.0,2014-05-24,32,15.41,13.07,86.01,15.41,7.56
1240,0.7,20.0,16.0,32.0,36.0,44.5,10.0,3.0,2014-05-25,32,15.37,13.15,86.67,15.37,4.81
1241,1.0,20.5,11.5,47.0,36.0,56.0,2.0,3.0,2014-05-26,155,18.38,14.38,78.36,18.38,8.25
1242,1.15,26.0,16.0,88.5,42.5,94.5,5.25,4.0,2014-05-27,155,14.85,11.04,78.18,14.85,5.81
1243,1.15,29.5,13.0,90.5,51.0,100.5,15.25,4.5,2014-05-28,140,15.0,11.52,80.02,15.0,8.88
1244,1.15,28.0,17.0,88.0,48.5,98.5,12.0,4.0,2014-05-29,2,14.52,11.14,80.59,14.52,7.28
1245,0.8,27.5,14.5,40.5,46.7,56.5,8.5,5.5,2014-05-30,118,15.32,10.52,73.9,15.32,7.28
1246,0.8,30.5,18.5,28.0,43.82,48.0,6.5,3.5,2014-05-31,30,16.92,10.88,70.08,16.87,6.12
1247,0.75,25.0,15.5,26.0,37.5,39.0,6.5,3.0,2014-06-01,36,18.46,12.71,69.48,18.46,6.71
1248,0.95,27.0,15.5,70.0,45.5,79.5,13.5,2.0,2014-06-02,174,16.96,12.71,76.19,16.96,7.0
1249,1.05,33.5,19.0,84.5,60.5,106.0,11.25,10.0,2014-06-03,1,13.35,7.0,67.65,13.31,5.35
1250,1.1,42.5,25.5,68.0,60.78,98.5,0.72,5.0,2014-06-04,137,15.12,7.38,64.71,14.96,5.19
1251,1.4,42.5,35.56,66.5,70.5,87.0,1.0,4.0,2014-06-05,110,19.46,10.12,56.8,19.46,5.88
1252,1.8,35.5,27.0,94.0,63.5,111.3,0.5,4.0,2014-06-06,118,19.89,14.64,73.15,19.89,6.11
1253,1.5,40.5,26.0,81.5,55.5,92.0,4.0,3.0,2014-06-07,36,22.04,14.42,65.15,22.05,5.21
1254,0.75,29.0,19.0,17.5,41.5,37.0,8.5,2.22,2014-06-08,34,23.04,11.92,51.22,22.95,7.38
